工件号： 423测试
检测时间： 2018/4/23 14:38:11
测量长度： 55 灵敏度： 3
0,-3038.5,-3926.0,-46155.2,53350.1,-3935.2,-13139.5,214.6,-1896.8,-16910.5,-11356.7,-4506.1,980.2,-733.8,1484.8,10710.3,-830.5,-23686.9,-4382.9,87.7,54.4

1,-7142.0,2604.1,-21402.0,-19085.4,1781.5,-37970.8,1627.9,2492.8,-13989.9,-10456.0,-11471.9,-1525.9,192.1,7957.9,5202.8,14715.7,12293.1,-743.1,87.9,54.4

2,-4145.8,9203.0,12377.9,-10233.5,5373.7,-23618.0,9527.5,2688.8,-15138.3,-9103.6,-12226.9,26027.4,-365.6,59979.5,-959.0,68823.5,40590.8,-99.3,87.7,54.4

3,-9536.7,8028.1,24036.6,-14437.6,3237.2,-13057.4,-1099.4,3637.2,-13718.3,-8742.0,-12334.2,10518.2,-2547.1,56885.4,19073.5,71856.7,38400.0,-2152.4,87.7,54.4

4,31685.8,7792.3,25226.0,-12230.9,3767.0,-2993.5,-37.1,3010.7,-14016.4,-8581.7,-11613.6,-4234.6,443.7,61447.1,919.2,74491.2,38849.0,1246.4,87.9,54.4

5,-7156.5,5390.9,-16699.9,-15780.7,3473.0,-36631.7,3883.6,3545.8,-10968.6,-8266.5,-5853.2,4336.6,1161.6,38916.5,6486.3,64868.4,42744.5,-4755.1,87.9,54.4

6,-1736.5,9744.7,-34239.6,6752.5,11122.2,-32578.6,7103.5,2304.7,-10291.7,5756.5,13306.4,1716.6,-106.0,28342.7,2533.9,65285.6,42676.9,8781.8,87.7,54.4

7,59080.1,54539.6,-11180.5,31571.9,64154.5,35689.9,18468.2,64313.4,-841.1,49046.7,53486.6,19449.7,-4024.0,3182.9,13877.3,64312.1,25451.2,8911.6,87.7,54.4

8,57923.8,56502.6,-10138.1,52203.1,63195.5,24420.7,17440.3,33685.9,-14052.1,34521.7,38123.1,21468.3,2280.9,16329.0,13091.8,1566.9,-11703.7,7257.2,87.7,54.4

9,4210.7,5334.0,-37188.0,11151.4,3151.1,-25330.7,14293.2,6197.6,-8401.6,-8973.8,-9160.6,11294.4,10147.4,10022.9,9837.4,13742.2,225.2,11758.0,87.9,54.6

10,-2128.5,-3827.9,-34688.6,-14954.1,-202.7,-34044.9,15574.0,1106.0,-10989.8,-12207.0,-2487.5,9768.5,-2367.0,51841.5,7549.9,71670.0,35748.2,1063.6,87.7,54.6

11,-826.5,-1984.2,66300.2,-8033.4,52200.4,26793.0,23731.9,57392.7,58400.6,43669.0,47128.7,11131.5,55576.7,25328.0,34781.3,43834.6,6201.5,-2570.9,87.7,54.6

